#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.3300  -12.2050  -11.7504  -11.6482  -11.5992  -11.4414  -11.4026   -4.0935   -3.5323   -3.1350   -2.8996   -2.7289   -2.5443   -2.5131   -2.3350   -2.2225   -1.9119   -1.5120   -1.3134   -1.2609   -1.1790   -1.0600   -0.8209   -0.5930   -0.3785    0.7287    0.8212    0.9037    0.9705    1.7418    1.8918    1.9214    1.9984    2.0559    2.0915    4.4303    4.9945    5.5536    5.7795    6.0398    6.2042
  0.3403  -12.1963  -11.7604  -11.6436  -11.6006  -11.4450  -11.4033   -4.0857   -3.5322   -3.1392   -2.8934   -2.7232   -2.5369   -2.5228   -2.3288   -2.2064   -1.9151   -1.5056   -1.3491   -1.2703   -1.1646   -1.0617   -0.8233   -0.5940   -0.3748    0.7269    0.8211    0.9016    0.9656    1.7371    1.8894    1.9230    2.0031    2.0557    2.0933    4.4206    5.0081    5.5675    5.7892    6.0223    6.1946
  0.3506  -12.1876  -11.7705  -11.6391  -11.6018  -11.4486  -11.4039   -4.0781   -3.5321   -3.1431   -2.8867   -2.7173   -2.5401   -2.5235   -2.3213   -2.1905   -1.9186   -1.5004   -1.3863   -1.2809   -1.1485   -1.0614   -0.8254   -0.5956   -0.3708    0.7250    0.8210    0.8997    0.9609    1.7329    1.8867    1.9249    2.0077    2.0555    2.0950    4.4106    5.0204    5.5839    5.7983    6.0034    6.1866
  0.3609  -12.1788  -11.7805  -11.6345  -11.6030  -11.4523  -11.4045   -4.0708   -3.5319   -3.1468   -2.8794   -2.7113   -2.5510   -2.5181   -2.3123   -2.1747   -1.9223   -1.4965   -1.4236   -1.2922   -1.1322   -1.0592   -0.8272   -0.5977   -0.3665    0.7231    0.8208    0.8979    0.9563    1.7289    1.8838    1.9269    2.0123    2.0553    2.0965    4.4004    5.0316    5.6028    5.8065    5.9835    6.1806
  0.3712  -12.1700  -11.7904  -11.6301  -11.6040  -11.4560  -11.4051   -4.0638   -3.5316   -3.1502   -2.8716   -2.7051   -2.5630   -2.5131   -2.3019   -2.1592   -1.9263   -1.4940   -1.4601   -1.3039   -1.1162   -1.0554   -0.8287   -0.6003   -0.3621    0.7211    0.8205    0.8963    0.9519    1.7253    1.8807    1.9291    2.0168    2.0551    2.0979    4.3901    5.0418    5.6239    5.8140    5.9632    6.1766
  0.3815  -12.1613  -11.8002  -11.6258  -11.6048  -11.4598  -11.4057   -4.0572   -3.5312   -3.1534   -2.8633   -2.6990   -2.5754   -2.5091   -2.2901   -2.1441   -1.9307   -1.4960   -1.4926   -1.3155   -1.1009   -1.0502   -0.8299   -0.6033   -0.3576    0.7191    0.8202    0.8950    0.9478    1.7221    1.8774    1.9314    2.0211    2.0548    2.0991    4.3799    5.0511    5.6468    5.8206    5.9427    6.1744
  0.3918  -12.1527  -11.8098  -11.6219  -11.6054  -11.4635  -11.4062   -4.0510   -3.5308   -3.1563   -2.8545   -2.6929   -2.5880   -2.5061   -2.2770   -2.1293   -1.9355   -1.5298   -1.4933   -1.3267   -1.0863   -1.0441   -0.8309   -0.6067   -0.3531    0.7170    0.8199    0.8938    0.9439    1.7192    1.8742    1.9337    2.0251    2.0547    2.1002    4.3699    5.0594    5.6716    5.8265    5.9226    6.1737
  0.4021  -12.1443  -11.8191  -11.6184  -11.6054  -11.4671  -11.4067   -4.0452   -3.5304   -3.1590   -2.8453   -2.6869   -2.6008   -2.5040   -2.2629   -2.1151   -1.9408   -1.5623   -1.4952   -1.3369   -1.0727   -1.0372   -0.8317   -0.6104   -0.3486    0.7149    0.8195    0.8929    0.9402    1.7166    1.8709    1.9360    2.0288    2.0546    2.1010    4.3602    5.0670    5.6978    5.8316    5.9032    6.1744
  0.4125  -12.1362  -11.8281  -11.6158  -11.6047  -11.4707  -11.4072   -4.0398   -3.5299   -3.1615   -2.8356   -2.6812   -2.6138   -2.5027   -2.2478   -2.1015   -1.9468   -1.5928   -1.4985   -1.3461   -1.0602   -1.0299   -0.8323   -0.6143   -0.3444    0.7129    0.8191    0.8922    0.9369    1.7143    1.8678    1.9383    2.0322    2.0546    2.1017    4.3511    5.0738    5.7254    5.8359    5.8848    6.1760
  0.4228  -12.1283  -11.8368  -11.6143  -11.6029  -11.4741  -11.4076   -4.0350   -3.5295   -3.1637   -2.8255   -2.6757   -2.6268   -2.5019   -2.2320   -2.0887   -1.9536   -1.6210   -1.5030   -1.3540   -1.0487   -1.0225   -0.8327   -0.6184   -0.3404    0.7109    0.8187    0.8916    0.9338    1.7123    1.8647    1.9406    2.0351    2.0549    2.1022    4.3426    5.0798    5.7541    5.8395    5.8678    6.1784
