0.1	0	1
0.2	0	1
0.3	0	1
0.4	0	1
0.5	0	1
0.6	0	1
0.7	0	1
0.8	0	1
0.9	0	1
1	0	1
1.1	0	1
1.2	0	1
1.3	0	1
1.4	0	1
1.5	0	1
1.6	0	1
1.65	0	1
1.7	0	1
1.71	0	1
1.72	0	1
1.725	0	1
1.73	0	1
1.735	0	0
1.74	0	0
1.76	0	0
1.78	0	0
1.8	0	0
1.9	0	0
2	0	0
0.1	0.1	1
0.2	0.1	1
0.3	0.1	1
0.4	0.1	1
0.5	0.1	1
0.6	0.1	1
0.7	0.1	1
0.8	0.1	1
0.9	0.1	1
1	0.1	1
1.1	0.1	1
1.2	0.1	1
1.3	0.1	1
1.4	0.1	1
1.5	0.1	1
1.6	0.1	1
1.65	0.1	1
1.7	0.1	1
1.71	0.1	1
1.72	0.1	1
1.725	0.1	1
1.73	0.1	1
1.735	0.1	1
1.74	0.1	1
1.76	0.1	1
1.78	0.1	1
1.79	0.1	1
1.8	0.1	0
1.9	0.1	0
2	0.1	0
0.1	0.2	1
0.2	0.2	1
0.3	0.2	1
0.4	0.2	1
0.5	0.2	1
0.6	0.2	1
0.7	0.2	1
0.8	0.2	1
0.9	0.2	1
1	0.2	1
1.1	0.2	1
1.2	0.2	1
1.3	0.2	1
1.4	0.2	1
1.5	0.2	1
1.6	0.2	1
1.65	0.2	1
1.7	0.2	1
1.72	0.2	1
1.74	0.2	1
1.76	0.2	1
1.78	0.2	1
1.8	0.2	1
1.82	0.2	1
1.84	0.2	1
1.85	0.2	1
1.86	0.2	1
1.87	0.2	0
1.88	0.2	0
1.9	0.2	0
2	0.2	0
0.1	0.3	1
0.2	0.3	1
0.3	0.3	1
0.4	0.3	1
0.5	0.3	1
0.6	0.3	1
0.7	0.3	1
0.8	0.3	1
0.9	0.3	1
1	0.3	1
1.1	0.3	1
1.2	0.3	1
1.3	0.3	1
1.4	0.3	1
1.5	0.3	1
1.6	0.3	1
1.65	0.3	1
1.7	0.3	1
1.71	0.3	1
1.72	0.3	1
1.725	0.3	1
1.73	0.3	1
1.735	0.3	1
1.74	0.3	1
1.76	0.3	1
1.775	0.3	1
1.78	0.3	1
1.785	0.3	1
1.79	0.3	1
1.8	0.3	1
1.88	0.3	1
1.9	0.3	1
1.91	0.3	1
1.92	0.3	1
1.93	0.3	1
1.94	0.3	0
1.95	0.3	0
1.96	0.3	0
1.97	0.3	0
